id,codigo,nome,capacidade_instalada,latitude,longitude,data_inicio_operacao,data_inicio_simulacao,subsistema_geografico,subsistema_eletrico
719,RNEBQ1,BOQUEIRAO_I,42.0,-5.7031,-36.1287,2023-01-07,2023-01-16,NE,NE
720,RNEBQ2,BOQUEIRAO_II,37.8,-5.7032,-36.0649,2023-01-07,2023-01-16,NE,NE
721,RNEMV1,MONTE_VERDE_I,67.2,-5.4956,-36.1908,2023-01-07,2023-01-16,NE,NE
722,RNEMV2,MONTE_VERDE_II,67.2,-5.4594,-36.1979,2023-01-07,2023-01-16,NE,NE
723,RNEMV3,MONTE_VERDE_III,58.8,-5.4398,-36.222,2023-01-07,2023-01-16,NE,NE
724,RNEMV4,MONTE_VERDE_IV,46.2,-5.48,-36.2293,2023-01-07,2023-01-16,NE,NE
725,RNEMV5,MONTE_VERDE_V,33.6,-5.4924,-36.2553,2023-01-07,2023-01-16,NE,NE
726,RNEMV6,MONTE_VERDE_VI,46.2,-5.5228,-36.2767,2023-01-07,2023-01-16,NE,NE
727,RNEJR1,JERUSALEM_I,29.4,-5.61,-36.11,2023-01-19,2023-02-01,NE,NE
728,RNEJR2,JERUSALEM_II,29.4,-5.63,-36.11,2023-01-19,2023-02-01,NE,NE
729,RNEJR3,JERUSALEM_III,29.4,-5.65,-36.1,2023-01-19,2023-02-01,NE,NE
730,RNEJR4,JERUSALEM_IV,29.4,-5.68,-36.1,2023-01-19,2023-02-01,NE,NE
731,RNEJR5,JERUSALEM_V,29.4,-5.68,-36.12,2023-01-19,2023-02-01,NE,NE
732,RNEJR6,JERUSALEM_VI,33.6,-5.69,-36.12,2023-01-19,2023-02-01,NE,NE
733,BAEA42,ASSURUÁ_4_II,31.5,-11.0359,-42.6145,2023-01-20,2023-02-28,NE,NE
734,BATU08,TUCANO_VIII,49.6,-11.2859,-38.7991,2023-01-25,2023-02-28,NE,NE
735,BAEA45,ASSURUÁ_4_V,36.0,-11.1073,-42.6292,2023-01-31,2023-02-28,NE,NE
736,BATU10,TUCANO_X,43.4,-11.2985,-38.8013,2023-01-31,2023-02-28,NE,NE
737,PIVSR7,VENTOS_DE_SAO_ROQUE_,49.5,-8.8975,-41.5555,2023-01-31,2023-02-28,NE,NE
738,BAEA44,ASSURUÁ_4_IV,36.0,-11.0839,-42.6266,2023-02-11,2023-02-28,NE,NE
739,BAJA19,VENTOS_DE_SAO_JANUAR,72.0,-11.1399,-41.3085,2023-02-14,2023-02-28,NE,NE
740,BAOI21,OITIS_21,44.0,-9.05,-41.71,2023-02-23,2023-02-28,NE,NE
741,PBSS09,SERRA_DO_SERIDO_IX,49.5,-7.0019,-36.8001,2023-02-24,2023-02-28,NE,NE
742,RNLE03,VENTOS_DE_SANTA_LEIA,67.5,-5.8459,-36.1153,2023-03-07,2023-03-30,NE,NE
743,RNLE04,VENTOS_DE_SANTA_LEIA,67.1,-5.8084,-36.1023,2023-03-07,2023-03-30,NE,NE
744,BATU03,TUCANO_III,43.4,-11.3295,-38.8045,2023-03-18,2023-03-30,NE,NE
745,RNES14,SANTO_AGOSTINHO_14,6.2,-5.6442,-36.2471,2023-03-23,2023-06-27,NE,NE
746,PBSS03,SERRA_DO_SERIDO_III,44.0,-6.9689,-36.7932,2023-04-06,2023-04-25,NE,NE
747,BATU16,TUCANO_XVI,12.4,-11.36,-38.8041,2023-04-07,2023-04-25,NE,NE
748,PIOI09,OITIS_9,49.5,-9.0536,-41.7733,2023-04-12,2023-05-25,NE,NE
749,RNES17,SANTO_AGOSTINHO_17,43.4,-5.5884,-36.2616,2023-04-19,2023-05-25,NE,NE
750,BATU04,TUCANO_IV,43.4,-11.4201,-38.8129,2023-04-20,2023-04-25,NE,NE
751,RNLE12,VENTOS_DE_SANTA_LEIA,64.9,-5.7617,-36.0959,2023-04-26,2023-05-25,NE,NE
752,BAACA1,AURA_CAETITE_01,27.0,-13.4777,-42.5779,2023-05-05,2023-05-25,NE,NE
753,BAACA2,AURA_CAETITE_02,36.0,-13.4967,-42.5778,2023-05-05,2023-05-25,NE,NE
754,BAACA3,AURA_CAETITE_03,36.0,-13.5622,-42.5687,2023-05-05,2023-05-25,NE,NE
755,BAACA4,AURA_CAETITÉ_04,22.5,-13.6153,-42.5539,2023-05-05,2023-05-25,NE,NE
756,BAATN1,AURA_TANQUE_NOVO_01,27.0,-13.6406,-42.548,2023-05-05,2023-05-25,NE,NE
757,BAATN2,AURA_TANQUE_NOVO_02,18.0,-13.6772,-42.5732,2023-05-05,2023-05-25,NE,NE
758,BAATN3,AURA_TANQUE_NOVO_03,13.5,-13.6498,-42.5772,2023-05-05,2023-05-25,NE,NE
759,RNLE05,VENTOS_DE_SANTA_LEIA,67.5,-5.7851,-36.0726,2023-05-05,2023-05-25,NE,NE
760,RNAWD1,ANEMUS_WIND_1,37.8,-6.1549,-36.6207,2023-05-10,2023-05-25,NE,NE
761,RNAWD2,ANEMUS_WIND_2,46.2,-6.1479,-36.6304,2023-05-10,2023-05-25,NE,NE
762,BAEA56,ASSURUA_5_VI,34.8,-11.0238,-42.589,2023-05-13,2023-05-25,NE,NE
763,RNES13,SANTO_AGOSTINHO_13,37.2,-5.6474,-36.2469,2023-05-30,2023-06-27,NE,NE
764,RSEVSO,OSÓRIO,50.0,-29.9583,-50.2833,2006-06-29,2006-06-29,S,S
765,RSEVSS,SANGRADOURO,50.0,-29.9679,-50.2826,2006-09-30,2006-09-30,S,S
766,RSEVSI,ÍNDIOS,50.0,-29.9776,-50.2831,2006-12-13,2016-12-13,S,S
767,RSUECI,CIDREIRA,70.0,-30.0791,-50.1721,2011-05-21,2011-05-21,S,S
768,RSECC3,CERRO_CHATO_III,30.0,-30.8018,-55.7142,2011-06-07,2011-06-07,S,S
769,SCUROU,RIO_DO_OURO,30.0,-28.4466,-49.6076,2011-07-08,2011-07-08,S,S
770,SCUPPT,PÚLPITO,30.0,-28.471,-49.605,2011-08-19,2011-08-19,S,S
771,RSECC2,CERRO_CHATO_II,30.0,-30.8485,-55.6856,2011-08-31,2011-08-31,S,S
772,SCUBJD,BOM_JARDIM,30.0,-28.4414,-49.5706,2011-10-22,2011-10-22,S,S
773,SCECCA,CASCATA,6.0,-26.5889,-51.7427,2011-10-27,2019-11-11,S,S
774,SCECAL,CRUZ_ALTA,30.0,-26.5996,-51.7255,2011-11-09,2011-11-09,S,S
775,SCECBO,CAMPO_BELO,10.5,-26.6124,-51.7402,2011-11-15,2011-11-15,S,S
776,SCESTO,SALTO,30.0,-26.5885,-51.8138,2011-12-02,2011-12-02,S,S
777,SCEABA,AQUIBATÃ,30.0,-26.5849,-51.7534,2011-12-13,2011-12-13,S,S
778,SCEAMO,AMPARO,22.5,-26.6183,-51.5645,2011-12-24,2011-12-24,S,S
779,RSECC1,CERRO_CHATO_I,30.0,-30.8407,-55.7251,2012-01-06,2012-01-06,S,S
780,RSEVS3,SANGRADOURO_3,27.6,-29.9595,-50.3155,2012-05-22,2012-10-02,S,S
781,RSEVS2,SANGRADOURO_2,29.9,-29.939,-50.313,2012-10-02,2012-10-02,S,S
782,RSEOS2,OSÓRIO_2,27.6,-29.9535,-50.252,2012-12-19,2012-12-19,S,S
783,RSEOS3,OSÓRIO_3,29.9,-29.981,-50.255,2013-02-15,2013-02-15,S,S
784,RSACA5,ATLÂNTICA_V,30.0,-30.2915,-50.305,2013-11-14,2013-11-14,S,S
785,RSECDT,CERRO_DOS_TRINDADE,8.0,-30.8531,-55.7597,2013-11-29,2013-11-29,S,S
786,RSACA1,ATLÂNTICA_I,30.0,-30.3188,-50.3161,2014-02-19,2014-02-19,S,S
787,RSACA2,ATLÂNTICA_II,30.0,-30.3266,-50.3234,2014-03-01,2014-03-01,S,S
788,RSECC4,CERRO_CHATO_IV,10.0,-30.8348,-55.7568,2014-03-01,2014-10-01,S,S
789,RSACA4,ATLÂNTICA_IV,30.0,-30.2919,-50.335,2014-03-22,2014-03-22,S,S
790,RSECC5,CERRO_CHATO_V,12.0,-30.7974,-55.7562,2014-05-17,2014-05-17,S,S
791,RSECC6,CERRO_CHATO_VI,24.0,-30.783,-55.6905,2014-10-01,2014-10-01,S,S
792,RSUEXG,XANGRI-LÁ,31.7,-29.7767,-50.0736,2014-12-11,2014-12-11,S,S
793,RSEIN2,ÍNDIOS_2,29.9,-30.0035,-50.3319,2014-12-16,2014-12-16,S,S
794,RSEIN3,ÍNDIOS_3,23.0,-29.9831,-50.3324,2014-12-16,2014-12-16,S,S
795,RSREB1,REB_CASSINO_I,22.0,-32.2169,-52.204,2015-01-14,2015-01-14,S,S
796,RSREB2,REB_CASSINO_II,20.0,-32.2103,-52.212,2015-01-14,2015-01-14,S,S
797,RSREB3,REB_CASSINO_III,22.0,-32.2183,-52.203,2015-01-14,2015-01-14,S,S
798,RSCSE3,CORREDOR_SENANDES_II,27.0,-32.4127,-52.3555,2015-01-23,2015-01-23,S,S
799,RSCSE2,CORREDOR_SENANDES_II,21.6,-32.3862,-52.327,2015-02-04,2015-02-04,S,S
800,RSVC01,VERACE_I,20.0,-33.4952,-53.2711,2015-02-24,2015-02-24,S,S
801,RSVC02,VERACE_II,20.0,-33.5086,-53.2832,2015-02-24,2015-02-24,S,S
802,RSVC03,VERACE_III,26.0,-33.522,-53.279,2015-02-24,2015-02-24,S,S
803,RSVC04,VERACE_IV,30.0,-33.5516,-53.2273,2015-02-24,2015-02-24,S,S
804,RSVC05,VERACE_V,30.0,-33.5357,-53.3012,2015-02-24,2015-02-24,S,S
805,RSVC06,VERACE_VI,18.0,-33.5431,-53.2769,2015-02-24,2015-02-24,S,S
806,RSVC07,VERACE_VII,30.0,-33.5668,-53.246,2015-02-24,2015-02-24,S,S
807,RSVC08,VERACE_VIII,26.0,-33.553,-53.3108,2015-02-24,2015-02-24,S,S
808,RSVC09,VERACE_IX,30.0,-33.5767,-53.2953,2015-02-24,2015-02-24,S,S
809,RSVC10,VERACE_X,28.0,-33.5913,-53.2716,2015-02-24,2015-02-24,S,S
810,RSCSE4,CORREDOR_SENANDES_IV,29.7,-32.3689,-52.342,2015-04-11,2015-04-11,S,S
811,RSEP2B,EOL_PONTAL_2B,11.2,-30.2779,-50.7978,2015-04-25,2015-04-25,S,S
812,RSVAR1,VENTO_ARAGANO,29.7,-32.4145,-52.3729,2015-04-30,2015-04-30,S,S
813,RSCH05,EOL_CHUÍ_V,30.0,-33.6681,-53.4218,2015-05-23,2015-05-23,S,S
814,RSMN01,EÓLICA_MINUANO_I,22.0,-33.7228,-53.399,2015-05-26,2015-05-26,S,S
815,RSMN02,EÓLICA_MINUANO_II,24.0,-33.7174,-53.4167,2015-05-26,2015-05-26,S,S
816,RSCH04,EOL_CHUÍ_IV,22.0,-33.6647,-53.4164,2015-06-09,2015-06-09,S,S
817,RSCH01,EOL_CHUÍ_I,24.0,-33.6565,-53.3936,2015-06-16,2015-06-16,S,S
818,RSCH02,EOL_CHUÍ_II,22.0,-33.6594,-53.4003,2015-06-16,2015-06-16,S,S
819,RSEIB1,EOL_IBIRAPUITÃ_1,25.2,-30.7709,-55.6629,2015-08-27,2015-08-27,S,S
820,RSCH09,EOL_CHUÍ_09,17.9,-33.6877,-53.381,2015-10-22,2015-10-22,S,S
821,RSVC24,VERACE_24,19.69,-33.6392,-53.3098,2015-11-26,2015-11-26,S,S
822,RSVC25,VERACE_25,7.16,-33.6395,-53.3253,2015-11-26,2015-11-26,S,S
823,RSVC26,VERACE_26,14.32,-33.6531,-53.3044,2015-11-26,2015-11-26,S,S
824,RSVC27,VERACE_27,16.11,-33.6543,-53.3238,2015-11-26,2015-11-26,S,S
825,RSVC35,VERACE_35,12.53,-33.5847,-53.3595,2015-12-11,2015-12-11,S,S
826,RSECIN,CAPÃO_DO_INGLÊS,10.0,-30.9163,-55.7084,2015-12-16,2015-12-16,S,S
827,RSEGAL,GALPÕES,8.0,-30.8808,-55.6765,2015-12-16,2015-12-16,S,S
828,RSVC28,VERACE_28,12.53,-33.6341,-53.3538,2015-12-16,2015-12-16,S,S
829,RSVC29,VERACE_29,17.9,-33.618,-53.3574,2015-12-16,2015-12-16,S,S
830,RSVC30,VERACE_30,17.9,-33.6103,-53.3443,2015-12-16,2015-12-16,S,S
831,RSVC31,VERACE_31,8.95,-33.607,-53.3256,2015-12-16,2015-12-16,S,S
832,RSECSE,COXILHA_SECA,30.0,-30.8879,-55.7353,2015-12-22,2015-12-22,S,S
833,RSVC36,VERACE_36,21.48,-33.5957,-53.3681,2015-12-25,2015-12-25,S,S
834,RSVC34,VERACE_34,14.32,-33.5621,-53.3529,2016-01-07,2016-01-07,S,S
835,RSEP2A,PONTAL_2A,21.6,-30.2648,-50.7834,2016-12-02,2016-12-12,S,S
836,RSAG07,AURA_MANGUEIRA_VII,24.0,-33.1895,-52.9301,2016-12-27,2017-07-21,S,S
837,RSAR02,AURA_MIRIM_II,30.0,-33.138,-52.912,2016-12-27,2016-12-27,S,S
838,RSEP3B,PONTAL_3B,27.0,-30.2559,-50.7662,2017-01-17,2017-01-17,S,S
839,RSAG11,AURA_MANGUEIRA_XI,9.0,-33.1761,-52.9207,2017-02-02,2017-02-02,S,S
840,RSAR04,AURA_MIRIM_IV,15.0,-33.2078,-52.9297,2017-02-02,2017-02-02,S,S
841,RSAG15,AURA_MANGUEIRA_XV,18.0,-33.1634,-52.8937,2017-03-25,2017-03-25,S,S
842,RSAG13,AURA_MANGUEIRA_XIII,15.0,-33.1184,-52.9001,2017-05-13,2017-05-13,S,S
843,RSAG12,AURA_MANGUEIRA_XII,15.0,-33.0991,-52.8783,2017-06-02,2017-06-02,S,S
844,RSAR06,AURA_MIRIM_VI,9.0,-33.0984,-52.862,2017-07-08,2017-07-08,S,S
845,RSAR08,AURA_MIRIM_VIII,9.0,-33.0871,-52.8957,2017-07-08,2017-07-08,S,S
846,RSAG17,AURA_MANGUEIRA_XVII,15.0,-33.0951,-52.8435,2017-07-21,2017-07-21,S,S
847,RSAG04,AURA_MANGUEIRA_IV,21.0,-33.0656,-52.864,2017-09-02,2017-09-02,S,S
848,RSAG06,AURA_MANGUEIRA_VI,27.0,-33.0512,-52.8585,2017-09-15,2017-09-15,S,S
